Station_ID,Station_Name,Operator,State,City,Address,Latitude,Longitude,Charger_Type,Power_kW,Available_Chargers,Charging_Cost_per_Unit,Estimated_Waiting_Time_Min,Status,Route_Name,Route_Order,Has_Food_Court,Has_Cafe,Has_Washroom,Review_Rating,Review_Count,Division,Data_Source
EV0442,Osmanabad EV Charging Station 442,Kazam,Maharashtra,Osmanabad,"Station Rd 20, Osmanabad",18.176071,76.041562,DC Fast,150,1,8.83,20.0,Maintenance,,,False,False,True,4.4,219,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0443,Tuljapur EV Charging Station 443,Magenta ChargeGrid,Maharashtra,Tuljapur,"Market Yard 19, Tuljapur",17.979416,76.067629,CCS2,90,6,14.0,34.0,Maintenance,,,True,False,True,3.7,138,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0444,Pune EV Charging Station 444,ChargeZone,Maharashtra,Pune,"Highway Rd 1, Pune",18.533086,73.872499,CHAdeMO,150,5,13.2,33.0,Busy,,,False,True,False,3.7,242,Pune,SYNTHETIC_ADDED
EV0445,Pimpri-Chinchwad EV Charging Station 445,Jio-bp,Maharashtra,Pimpri-Chinchwad,"MIDC Area 18, Pimpri-Chinchwad",18.658411,73.778736,AC,15,1,16.62,7.0,Available,,,False,True,False,4.3,55,Pune,SYNTHETIC_ADDED
EV0446,Hinjawadi EV Charging Station 446,Ather Grid,Maharashtra,Hinjawadi,"Highway Rd 29, Hinjawadi",18.605456,73.763071,CHAdeMO,7,6,18.62,15.0,Busy,,,False,False,True,4.3,212,Pune,SYNTHETIC_ADDED
EV0447,Wakad EV Charging Station 447,Statiq,Maharashtra,Wakad,"MIDC Area 1, Wakad",18.62221,73.739368,CCS2,120,6,9.28,36.0,Busy,,,True,True,True,3.2,206,Pune,SYNTHETIC_ADDED
EV0448,Hadapsar EV Charging Station 448,Kazam,Maharashtra,Hadapsar,"MIDC Area 27, Hadapsar",18.492783,73.908192,DC Fast,60,8,11.32,36.0,Available,,,True,True,True,4.6,3,Pune,SYNTHETIC_ADDED
EV0449,Baner EV Charging Station 449,Zeon Charging,Maharashtra,Baner,"Station Rd 6, Baner",18.581326,73.771784,CHAdeMO,150,4,16.03,13.0,Maintenance,,,False,True,False,4.9,14,Pune,SYNTHETIC_ADDED
EV0450,Chakan EV Charging Station 450,Ather Grid,Maharashtra,Chakan,"Station Rd 22, Chakan",18.772609,73.881901,CCS2,22,5,10.46,22.0,Available,,,True,False,False,3.3,91,Pune,SYNTHETIC_ADDED
EV0451,Talegaon EV Charging Station 451,Zeon Charging,Maharashtra,Talegaon,"Market Yard 20, Talegaon",18.745721,73.669001,CCS2,30,4,18.8,0.0,Available,,,True,False,True,4.4,132,Pune,SYNTHETIC_ADDED
EV0452,Lonavala EV Charging Station 452,Zeon Charging,Maharashtra,Lonavala,"MIDC Area 8, Lonavala",18.725796,73.435647,CCS2,15,2,20.94,8.0,Maintenance,,,False,True,False,3.1,208,Pune,SYNTHETIC_ADDED
EV0453,Saswad EV Charging Station 453,Zeon Charging,Maharashtra,Saswad,"Highway Rd 23, Saswad",18.341944,74.000942,AC,15,6,21.12,14.0,Maintenance,,,True,True,True,3.1,86,Pune,SYNTHETIC_ADDED
EV0454,Baramati EV Charging Station 454,Kazam,Maharashtra,Baramati,"Highway Rd 18, Baramati",18.123992,74.582025,CHAdeMO,90,5,8.64,2.0,Maintenance,,,True,False,False,4.1,144,Pune,SYNTHETIC_ADDED
EV0455,Daund EV Charging Station 455,Kazam,Maharashtra,Daund,"Sector 8, Daund",18.479216,74.567615,DC Fast,120,7,21.15,24.0,Busy,,,False,False,True,3.5,35,Pune,SYNTHETIC_ADDED
EV0456,Junnar EV Charging Station 456,Jio-bp,Maharashtra,Junnar,"Station Rd 23, Junnar",19.213954,73.868218,Type 2,15,2,19.46,2.0,Maintenance,,,False,False,True,4.7,162,Pune,SYNTHETIC_ADDED
EV0457,Satara EV Charging Station 457,Statiq,Maharashtra,Satara,"Sector 13, Satara",17.690581,74.01563,AC,150,6,16.2,24.0,Available,,,False,True,False,4.4,158,Pune,SYNTHETIC_ADDED
EV0458,Karad EV Charging Station 458,Magenta ChargeGrid,Maharashtra,Karad,"Market Yard 16, Karad",17.306972,74.15792,Type 2,60,5,20.31,30.0,Maintenance,,,False,False,True,4.5,27,Pune,SYNTHETIC_ADDED
EV0459,Phaltan EV Charging Station 459,Jio-bp,Maharashtra,Phaltan,"Sector 11, Phaltan",18.004935,74.425346,CHAdeMO,22,6,11.6,11.0,Available,,,True,False,False,3.3,190,Pune,SYNTHETIC_ADDED
EV0460,Wai EV Charging Station 460,ChargeZone,Maharashtra,Wai,"Sector 9, Wai",17.929782,73.870931,AC,15,6,13.14,33.0,Maintenance,,,True,False,False,3.6,67,Pune,SYNTHETIC_ADDED
EV0461,Mahabaleshwar EV Charging Station 461,Ather Grid,Maharashtra,Mahabaleshwar,"MIDC Area 20, Mahabaleshwar",17.927659,73.6464,CHAdeMO,22,1,17.34,23.0,Busy,,,True,False,True,3.7,189,Pune,SYNTHETIC_ADDED
EV0462,Sangli EV Charging Station 462,ChargeZone,Maharashtra,Sangli,"Highway Rd 27, Sangli",16.823466,74.563551,CCS2,22,5,17.84,17.0,Busy,,,False,False,True,3.8,205,Pune,SYNTHETIC_ADDED
EV0463,Miraj EV Charging Station 463,ChargeZone,Maharashtra,Miraj,"Highway Rd 14, Miraj",16.80533,74.617698,CHAdeMO,90,1,17.83,24.0,Busy,,,False,False,True,4.6,78,Pune,SYNTHETIC_ADDED
EV0464,Islampur EV Charging Station 464,Ather Grid,Maharashtra,Islampur,"Sector 25, Islampur",17.034318,74.270982,CHAdeMO,30,6,9.32,13.0,Busy,,,False,False,True,4.5,189,Pune,SYNTHETIC_ADDED
EV0465,Vita EV Charging Station 465,Statiq,Maharashtra,Vita,"Sector 15, Vita",17.476145,74.54188,CCS2,150,8,17.61,27.0,Busy,,,True,True,False,3.1,79,Pune,SYNTHETIC_ADDED
EV0466,Kolhapur EV Charging Station 466,Jio-bp,Maharashtra,Kolhapur,"Sector 8, Kolhapur",16.675571,74.227245,AC,7,5,15.7,24.0,Busy,,,False,False,True,3.6,80,Pune,SYNTHETIC_ADDED
EV0467,Ichalkaranji EV Charging Station 467,Jio-bp,Maharashtra,Ichalkaranji,"Sector 18, Ichalkaranji",16.691717,74.480889,CHAdeMO,150,1,19.21,12.0,Maintenance,,,False,False,False,4.6,200,Pune,SYNTHETIC_ADDED
EV0468,Gadhinglaj EV Charging Station 468,Ather Grid,Maharashtra,Gadhinglaj,"Market Yard 9, Gadhinglaj",16.263186,74.369011,DC Fast,90,4,15.24,0.0,Available,,,True,False,False,4.7,247,Pune,SYNTHETIC_ADDED
EV0469,Kagal EV Charging Station 469,Kazam,Maharashtra,Kagal,"Highway Rd 7, Kagal",16.571227,74.310387,CCS2,60,5,11.73,24.0,Busy,,,True,True,False,3.2,249,Pune,SYNTHETIC_ADDED
EV0470,Solapur EV Charging Station 470,Ather Grid,Maharashtra,Solapur,"Highway Rd 1, Solapur",17.685847,75.915779,DC Fast,90,4,14.43,35.0,Maintenance,,,False,False,False,4.8,121,Pune,SYNTHETIC_ADDED
EV0471,Pandharpur EV Charging Station 471,MSEDCL Public Charging,Maharashtra,Pandharpur,"Station Rd 7, Pandharpur",17.668613,75.318013,DC Fast,30,4,18.93,37.0,Maintenance,,,False,True,True,3.9,180,Pune,SYNTHETIC_ADDED
EV0472,Barshi EV Charging Station 472,Tata Power,Maharashtra,Barshi,"Station Rd 8, Barshi",18.241656,75.656238,CHAdeMO,150,3,8.68,35.0,Maintenance,,,False,False,True,4.9,49,Pune,SYNTHETIC_ADDED
EV0473,Akkalkot EV Charging Station 473,Ather Grid,Maharashtra,Akkalkot,"Highway Rd 23, Akkalkot",17.499362,76.236998,Type 2,15,8,9.74,5.0,Available,,,False,False,True,3.4,160,Pune,SYNTHETIC_ADDED
EV0474,Nashik EV Charging Station 474,Statiq,Maharashtra,Nashik,"MIDC Area 10, Nashik",19.9709,73.801542,Type 2,150,5,18.36,37.0,Busy,,,False,False,False,3.9,15,Nashik,SYNTHETIC_ADDED
EV0475,Ozar EV Charging Station 475,Jio-bp,Maharashtra,Ozar,"Sector 7, Ozar",20.095814,73.934662,AC,7,6,13.44,18.0,Available,,,False,False,True,4.8,236,Nashik,SYNTHETIC_ADDED
EV0476,Igatpuri EV Charging Station 476,Zeon Charging,Maharashtra,Igatpuri,"MIDC Area 16, Igatpuri",19.707434,73.539062,CCS2,30,2,12.28,22.0,Available,,,True,False,False,4.0,233,Nashik,SYNTHETIC_ADDED
EV0477,Sinnar EV Charging Station 477,MSEDCL Public Charging,Maharashtra,Sinnar,"Highway Rd 7, Sinnar",19.865375,73.965379,DC Fast,30,5,8.92,38.0,Available,,,False,False,True,4.4,127,Nashik,SYNTHETIC_ADDED
EV0478,Malegaon EV Charging Station 478,Jio-bp,Maharashtra,Malegaon,"Sector 24, Malegaon",20.547888,74.525777,DC Fast,90,3,9.93,19.0,Available,,,False,False,False,4.8,241,Nashik,SYNTHETIC_ADDED
EV0479,Manmad EV Charging Station 479,Magenta ChargeGrid,Maharashtra,Manmad,"Highway Rd 24, Manmad",20.247684,74.405324,CHAdeMO,15,7,16.91,8.0,Busy,,,False,True,True,3.3,143,Nashik,SYNTHETIC_ADDED
EV0480,Dhule EV Charging Station 480,MSEDCL Public Charging,Maharashtra,Dhule,"Station Rd 9, Dhule",20.930693,74.764798,DC Fast,22,5,9.72,15.0,Available,,,False,True,True,4.8,160,Nashik,SYNTHETIC_ADDED
EV0481,Shirpur EV Charging Station 481,Magenta ChargeGrid,Maharashtra,Shirpur,"MIDC Area 24, Shirpur",21.329842,74.882128,DC Fast,90,4,12.19,35.0,Available,,,False,False,False,4.6,187,Nashik,SYNTHETIC_ADDED
EV0482,Nandurbar EV Charging Station 482,MSEDCL Public Charging,Maharashtra,Nandurbar,"Station Rd 13, Nandurbar",21.337607,74.276599,CHAdeMO,30,4,9.63,10.0,Available,,,False,True,False,4.5,82,Nashik,SYNTHETIC_ADDED
EV0483,Shahada EV Charging Station 483,Jio-bp,Maharashtra,Shahada,"Sector 7, Shahada",21.527245,74.476533,Type 2,30,1,19.18,4.0,Maintenance,,,False,False,False,4.0,187,Nashik,SYNTHETIC_ADDED
EV0484,Jalgaon EV Charging Station 484,MSEDCL Public Charging,Maharashtra,Jalgaon,"Sector 26, Jalgaon",20.998224,75.581233,CHAdeMO,22,1,12.63,26.0,Busy,,,True,False,False,4.3,164,Nashik,SYNTHETIC_ADDED
EV0485,Bhusawal EV Charging Station 485,Ather Grid,Maharashtra,Bhusawal,"Station Rd 17, Bhusawal",21.023474,75.775959,Type 2,30,4,17.42,4.0,Available,,,False,False,False,4.8,226,Nashik,SYNTHETIC_ADDED
EV0486,Chalisgaon EV Charging Station 486,Statiq,Maharashtra,Chalisgaon,"Station Rd 22, Chalisgaon",20.474883,74.998642,DC Fast,120,2,16.96,22.0,Maintenance,,,False,False,True,4.9,250,Nashik,SYNTHETIC_ADDED
EV0487,Amalner EV Charging Station 487,Statiq,Maharashtra,Amalner,"Market Yard 18, Amalner",21.044921,75.038178,AC,22,7,13.52,40.0,Maintenance,,,False,False,True,4.9,26,Nashik,SYNTHETIC_ADDED
EV0488,Ahmednagar EV Charging Station 488,Jio-bp,Maharashtra,Ahmednagar,"Station Rd 22, Ahmednagar",19.111789,74.766137,Type 2,30,8,15.8,31.0,Maintenance,,,False,False,False,4.1,96,Nashik,SYNTHETIC_ADDED
EV0489,Shirdi EV Charging Station 489,Kazam,Maharashtra,Shirdi,"Highway Rd 16, Shirdi",19.791002,74.496546,CCS2,30,6,17.12,27.0,Busy,,,False,False,False,5.0,224,Nashik,SYNTHETIC_ADDED
EV0490,Sangamner EV Charging Station 490,ChargeZone,Maharashtra,Sangamner,"Market Yard 2, Sangamner",19.565223,74.211348,AC,22,6,15.59,5.0,Busy,,,True,True,True,3.8,115,Nashik,SYNTHETIC_ADDED
EV0491,Kopargaon EV Charging Station 491,Magenta ChargeGrid,Maharashtra,Kopargaon,"Station Rd 9, Kopargaon",19.895371,74.479822,Type 2,15,4,17.38,2.0,Busy,,,True,True,True,4.0,70,Nashik,SYNTHETIC_ADDED
EV0492,Shrirampur EV Charging Station 492,Kazam,Maharashtra,Shrirampur,"MIDC Area 13, Shrirampur",19.607793,74.685651,DC Fast,150,6,20.93,32.0,Maintenance,,,False,True,True,3.4,79,Nashik,SYNTHETIC_ADDED
EV0493,Chhatrapati Sambhajinagar EV Charging Station 493,ChargeZone,Maharashtra,Chhatrapati Sambhajinagar,"Market Yard 20, Chhatrapati Sambhajinagar",19.9029,75.340574,DC Fast,15,7,10.26,16.0,Maintenance,Nashik-Aurangabad,2,True,True,True,4.3,60,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0494,Paithan EV Charging Station 494,Kazam,Maharashtra,Paithan,"Market Yard 13, Paithan",19.46612,75.394757,CHAdeMO,7,8,14.91,1.0,Available,,,False,False,False,3.6,240,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0495,Vaijapur EV Charging Station 495,Statiq,Maharashtra,Vaijapur,"Market Yard 30, Vaijapur",19.930432,74.748289,DC Fast,150,3,8.59,17.0,Available,,,False,True,True,4.8,43,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0496,Kannad EV Charging Station 496,ChargeZone,Maharashtra,Kannad,"Station Rd 16, Kannad",20.281542,75.14179,Type 2,60,1,13.97,26.0,Maintenance,,,False,False,False,4.8,170,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0497,Jalna EV Charging Station 497,MSEDCL Public Charging,Maharashtra,Jalna,"Market Yard 6, Jalna",19.827649,75.866112,CCS2,90,3,11.11,3.0,Available,,,False,False,False,3.6,69,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0498,Ambad EV Charging Station 498,Zeon Charging,Maharashtra,Ambad,"Station Rd 4, Ambad",19.644989,75.799925,Type 2,60,5,20.09,30.0,Available,,,False,False,True,4.5,103,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0499,Parbhani EV Charging Station 499,Tata Power,Maharashtra,Parbhani,"Highway Rd 25, Parbhani",19.278396,76.771753,Type 2,150,7,16.78,20.0,Available,,,False,False,False,4.1,32,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0500,Gangakhed EV Charging Station 500,Kazam,Maharashtra,Gangakhed,"Sector 18, Gangakhed",18.961403,76.724588,DC Fast,120,5,19.57,7.0,Busy,,,False,False,True,3.7,133,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0501,Hingoli EV Charging Station 501,Jio-bp,Maharashtra,Hingoli,"MIDC Area 24, Hingoli",19.743995,77.135631,CCS2,15,7,19.35,7.0,Busy,,,False,False,False,3.1,23,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0502,Kalamnuri EV Charging Station 502,Zeon Charging,Maharashtra,Kalamnuri,"Market Yard 24, Kalamnuri",19.89367,77.359721,AC,120,8,18.97,22.0,Available,,,False,False,False,4.3,230,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0503,Beed EV Charging Station 503,Tata Power,Maharashtra,Beed,"MIDC Area 19, Beed",18.967114,75.750424,AC,15,1,19.58,15.0,Maintenance,,,False,False,False,3.5,90,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0504,Georai EV Charging Station 504,Jio-bp,Maharashtra,Georai,"Station Rd 20, Georai",19.287879,75.727948,Type 2,15,5,20.18,24.0,Busy,,,False,False,False,3.9,134,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0505,Ambajogai EV Charging Station 505,Jio-bp,Maharashtra,Ambajogai,"Market Yard 3, Ambajogai",18.739591,76.383844,Type 2,60,2,13.18,36.0,Available,,,True,False,True,4.7,171,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0506,Nanded EV Charging Station 506,MSEDCL Public Charging,Maharashtra,Nanded,"Market Yard 27, Nanded",19.135764,77.336839,DC Fast,7,8,16.17,38.0,Available,,,False,False,True,4.1,74,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0507,Deglur EV Charging Station 507,Magenta ChargeGrid,Maharashtra,Deglur,"Sector 8, Deglur",18.559476,77.594583,CHAdeMO,30,4,15.74,13.0,Busy,,,False,True,True,4.5,178,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0508,Kandhar EV Charging Station 508,ChargeZone,Maharashtra,Kandhar,"Sector 26, Kandhar",18.845435,77.123783,CCS2,15,7,13.57,37.0,Busy,,,True,False,False,4.1,84,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0509,Latur EV Charging Station 509,Ather Grid,Maharashtra,Latur,"Station Rd 6, Latur",18.393905,76.568906,AC,150,8,10.98,39.0,Available,,,True,True,False,4.2,193,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0510,Udgir EV Charging Station 510,Jio-bp,Maharashtra,Udgir,"Market Yard 24, Udgir",18.394073,77.114417,Type 2,60,4,15.78,18.0,Maintenance,,,True,False,True,4.0,110,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0511,Ausa EV Charging Station 511,Magenta ChargeGrid,Maharashtra,Ausa,"Sector 24, Ausa",18.270128,76.508494,DC Fast,90,3,15.85,20.0,Busy,,,True,False,False,4.5,164,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0512,Osmanabad EV Charging Station 512,Tata Power,Maharashtra,Osmanabad,"Highway Rd 26, Osmanabad",18.204269,76.039203,DC Fast,15,3,13.23,30.0,Busy,,,True,False,False,4.8,225,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0513,Tuljapur EV Charging Station 513,ChargeZone,Maharashtra,Tuljapur,"Station Rd 25, Tuljapur",18.029298,76.086698,CHAdeMO,120,4,13.1,1.0,Available,,,False,False,False,3.5,174,Chhatrapati Sambhajinagar,SYNTHETIC_ADDED
EV0514,Pune EV Charging Station 514,Statiq,Maharashtra,Pune,"MIDC Area 29, Pune",18.540882,73.83473,CCS2,30,7,8.86,5.0,Busy,,,False,False,False,3.4,141,Pune,SYNTHETIC_ADDED
EV0515,Pimpri-Chinchwad EV Charging Station 515,MSEDCL Public Charging,Maharashtra,Pimpri-Chinchwad,"Sector 19, Pimpri-Chinchwad",18.620107,73.803275,AC,30,1,11.66,22.0,Busy,,,False,False,True,4.1,234,Pune,SYNTHETIC_ADDED
EV0516,Hinjawadi EV Charging Station 516,MSEDCL Public Charging,Maharashtra,Hinjawadi,"Station Rd 20, Hinjawadi",18.595523,73.764128,CCS2,7,8,10.7,15.0,Maintenance,,,True,False,False,3.3,244,Pune,SYNTHETIC_ADDED
EV0517,Wakad EV Charging Station 517,Jio-bp,Maharashtra,Wakad,"MIDC Area 26, Wakad",18.571765,73.747216,CCS2,120,4,16.74,2.0,Available,,,True,False,True,4.4,70,Pune,SYNTHETIC_ADDED
EV0518,Hadapsar EV Charging Station 518,Statiq,Maharashtra,Hadapsar,"Sector 6, Hadapsar",18.53537,73.953568,CHAdeMO,120,5,9.04,29.0,Available,,,True,False,False,4.7,126,Pune,SYNTHETIC_ADDED
EV0519,Baner EV Charging Station 519,Kazam,Maharashtra,Baner,"Market Yard 20, Baner",18.548396,73.787389,CCS2,15,1,15.73,5.0,Maintenance,,,False,False,False,3.8,139,Pune,SYNTHETIC_ADDED
EV0520,Chakan EV Charging Station 520,MSEDCL Public Charging,Maharashtra,Chakan,"Sector 23, Chakan",18.771187,73.870505,AC,7,4,8.81,32.0,Busy,,,False,True,True,3.5,131,Pune,SYNTHETIC_ADDED
EV0521,Talegaon EV Charging Station 521,Magenta ChargeGrid,Maharashtra,Talegaon,"Highway Rd 9, Talegaon",18.712424,73.703787,CHAdeMO,90,2,9.64,15.0,Available,,,True,False,True,3.5,224,Pune,SYNTHETIC_ADDED
EV0522,Lonavala EV Charging Station 522,Jio-bp,Maharashtra,Lonavala,"Station Rd 14, Lonavala",18.760986,73.434914,CCS2,15,2,9.07,38.0,Available,,,False,False,True,4.2,210,Pune,SYNTHETIC_ADDED
EV0523,Saswad EV Charging Station 523,Tata Power,Maharashtra,Saswad,"MIDC Area 20, Saswad",18.357416,74.039321,CCS2,7,1,17.21,8.0,Busy,,,False,False,False,4.3,32,Pune,SYNTHETIC_ADDED
EV0524,Baramati EV Charging Station 524,Zeon Charging,Maharashtra,Baramati,"Highway Rd 9, Baramati",18.136559,74.569532,CCS2,90,7,9.73,28.0,Available,,,False,True,True,4.7,147,Pune,SYNTHETIC_ADDED
EV0525,Daund EV Charging Station 525,Zeon Charging,Maharashtra,Daund,"Sector 2, Daund",18.454943,74.584138,DC Fast,7,4,20.07,5.0,Maintenance,,,False,False,False,4.9,55,Pune,SYNTHETIC_ADDED
EV0526,Junnar EV Charging Station 526,MSEDCL Public Charging,Maharashtra,Junnar,"Sector 21, Junnar",19.199328,73.877837,Type 2,30,1,16.95,34.0,Available,,,True,True,False,5.0,46,Pune,SYNTHETIC_ADDED
EV0527,Satara EV Charging Station 527,Tata Power,Maharashtra,Satara,"Highway Rd 9, Satara",17.651318,74.003911,Type 2,150,3,17.48,18.0,Busy,,,False,True,False,4.4,133,Pune,SYNTHETIC_ADDED
EV0528,Karad EV Charging Station 528,Ather Grid,Maharashtra,Karad,"Market Yard 1, Karad",17.295868,74.190697,CCS2,15,7,12.45,4.0,Maintenance,,,True,True,False,4.5,132,Pune,SYNTHETIC_ADDED
EV0529,Phaltan EV Charging Station 529,Magenta ChargeGrid,Maharashtra,Phaltan,"MIDC Area 15, Phaltan",18.002847,74.442404,DC Fast,150,3,20.2,16.0,Busy,,,False,False,False,4.9,203,Pune,SYNTHETIC_ADDED
EV0530,Wai EV Charging Station 530,Jio-bp,Maharashtra,Wai,"Market Yard 1, Wai",17.950038,73.881062,CCS2,120,4,9.89,13.0,Busy,,,False,True,True,4.3,166,Pune,SYNTHETIC_ADDED
EV0531,Mahabaleshwar EV Charging Station 531,ChargeZone,Maharashtra,Mahabaleshwar,"Sector 19, Mahabaleshwar",17.947646,73.657399,DC Fast,22,1,10.37,6.0,Available,,,False,True,True,3.9,110,Pune,SYNTHETIC_ADDED
EV0532,Sangli EV Charging Station 532,Zeon Charging,Maharashtra,Sangli,"Market Yard 22, Sangli",16.8385,74.607344,DC Fast,22,3,13.3,16.0,Busy,,,True,True,False,5.0,219,Pune,SYNTHETIC_ADDED
EV0533,Miraj EV Charging Station 533,Statiq,Maharashtra,Miraj,"Sector 2, Miraj",16.817117,74.632846,Type 2,30,4,18.41,23.0,Available,,,True,False,True,4.3,69,Pune,SYNTHETIC_ADDED
EV0534,Islampur EV Charging Station 534,MSEDCL Public Charging,Maharashtra,Islampur,"Station Rd 16, Islampur",17.03691,74.248355,CCS2,15,8,15.72,31.0,Available,,,False,False,True,4.2,49,Pune,SYNTHETIC_ADDED
EV0535,Vita EV Charging Station 535,ChargeZone,Maharashtra,Vita,"Sector 17, Vita",17.423643,74.514747,DC Fast,150,8,11.61,21.0,Maintenance,,,True,False,False,3.9,6,Pune,SYNTHETIC_ADDED
EV0536,Kolhapur EV Charging Station 536,Kazam,Maharashtra,Kolhapur,"Market Yard 28, Kolhapur",16.727213,74.271048,CCS2,7,7,15.32,15.0,Maintenance,,,True,True,True,4.4,250,Pune,SYNTHETIC_ADDED
EV0537,Ichalkaranji EV Charging Station 537,Ather Grid,Maharashtra,Ichalkaranji,"Sector 23, Ichalkaranji",16.690009,74.486771,CCS2,150,6,9.77,17.0,Maintenance,,,False,False,True,3.8,53,Pune,SYNTHETIC_ADDED
EV0538,Gadhinglaj EV Charging Station 538,Magenta ChargeGrid,Maharashtra,Gadhinglaj,"Highway Rd 5, Gadhinglaj",16.203953,74.359178,CCS2,150,1,15.48,14.0,Busy,,,True,False,True,4.8,171,Pune,SYNTHETIC_ADDED
EV0539,Kagal EV Charging Station 539,Ather Grid,Maharashtra,Kagal,"Sector 10, Kagal",16.555805,74.338152,Type 2,7,8,20.22,5.0,Busy,,,False,True,True,5.0,241,Pune,SYNTHETIC_ADDED
EV0540,Solapur EV Charging Station 540,Tata Power,Maharashtra,Solapur,"Station Rd 12, Solapur",17.674836,75.911398,AC,7,3,8.66,30.0,Available,,,False,False,True,4.4,173,Pune,SYNTHETIC_ADDED
EV0541,Pandharpur EV Charging Station 541,Jio-bp,Maharashtra,Pandharpur,"Highway Rd 2, Pandharpur",17.708711,75.338873,Type 2,150,4,12.53,29.0,Busy,,,True,False,False,4.7,128,Pune,SYNTHETIC_ADDED
EV0542,Barshi EV Charging Station 542,Ather Grid,Maharashtra,Barshi,"Market Yard 18, Barshi",18.204677,75.675737,Type 2,7,3,16.4,16.0,Maintenance,,,False,True,True,3.6,190,Pune,SYNTHETIC_ADDED
EV0543,Akkalkot EV Charging Station 543,Ather Grid,Maharashtra,Akkalkot,"Station Rd 6, Akkalkot",17.493932,76.244315,Type 2,22,6,20.02,3.0,Available,,,True,False,False,4.8,18,Pune,SYNTHETIC_ADDED
EV0544,Nashik EV Charging Station 544,Jio-bp,Maharashtra,Nashik,"Highway Rd 3, Nashik",19.982691,73.79401,Type 2,60,7,9.73,27.0,Available,,,True,False,False,4.3,67,Nashik,SYNTHETIC_ADDED
EV0545,Ozar EV Charging Station 545,ChargeZone,Maharashtra,Ozar,"Market Yard 7, Ozar",20.111905,73.918463,CHAdeMO,15,8,11.67,33.0,Maintenance,,,False,False,True,3.7,90,Nashik,SYNTHETIC_ADDED
EV0546,Igatpuri EV Charging Station 546,ChargeZone,Maharashtra,Igatpuri,"Sector 20, Igatpuri",19.68962,73.583767,Type 2,120,6,20.93,16.0,Maintenance,,,False,True,True,4.1,134,Nashik,SYNTHETIC_ADDED
EV0547,Sinnar EV Charging Station 547,Zeon Charging,Maharashtra,Sinnar,"MIDC Area 18, Sinnar",19.875207,73.979994,Type 2,150,6,18.71,14.0,Busy,,,True,False,False,3.1,176,Nashik,SYNTHETIC_ADDED
EV0548,Malegaon EV Charging Station 548,Zeon Charging,Maharashtra,Malegaon,"Highway Rd 4, Malegaon",20.54185,74.542916,AC,150,6,10.16,14.0,Maintenance,,,True,True,True,3.3,232,Nashik,SYNTHETIC_ADDED
EV0549,Manmad EV Charging Station 549,MSEDCL Public Charging,Maharashtra,Manmad,"Station Rd 23, Manmad",20.245247,74.407968,DC Fast,90,6,17.66,27.0,Busy,,,True,False,True,3.5,50,Nashik,SYNTHETIC_ADDED
EV0550,Dhule EV Charging Station 550,ChargeZone,Maharashtra,Dhule,"Highway Rd 6, Dhule",20.896382,74.802649,CHAdeMO,30,4,17.66,12.0,Busy,,,False,False,False,3.2,170,Nashik,SYNTHETIC_ADDED
EV0551,Shirpur EV Charging Station 551,Jio-bp,Maharashtra,Shirpur,"MIDC Area 1, Shirpur",21.372508,74.885328,CCS2,120,5,8.88,0.0,Available,,,True,True,False,4.6,60,Nashik,SYNTHETIC_ADDED
EV0552,Nandurbar EV Charging Station 552,Statiq,Maharashtra,Nandurbar,"Market Yard 12, Nandurbar",21.383818,74.234182,CCS2,15,2,21.11,9.0,Busy,,,True,False,True,3.3,151,Nashik,SYNTHETIC_ADDED
EV0553,Shahada EV Charging Station 553,Tata Power,Maharashtra,Shahada,"Highway Rd 11, Shahada",21.535511,74.439999,DC Fast,22,5,9.69,39.0,Available,,,False,True,False,3.3,155,Nashik,SYNTHETIC_ADDED
EV0554,Jalgaon EV Charging Station 554,Ather Grid,Maharashtra,Jalgaon,"Station Rd 4, Jalgaon",21.037074,75.58091,AC,120,5,17.82,14.0,Busy,,,True,True,False,4.1,238,Nashik,SYNTHETIC_ADDED
